Cars,Trucks,Motorcycles,Buses,Car_Weight(kg),Truck_Weight(kg),Motorcycle_Weight(kg),Bus_Weight(kg),Avg_Speed(m/s),Avg_Weight(kg),Incident_Count,Surface Roughness (m/km),Road Age (years),temperature(°C)_x,rainfall(mm)_x,humidity(%)_x,wind_speed(m/s)_x,average_temperature(°C)_x,weather_condition_x,Wear_Index
439,259,459,14,2211,13701,228,5387,8.189727563762508,2024.5273359975151,8,5.241097909860486,39,28.33382363606129,7.937643375245518,68.47370395577894,0.7293466674148608,25.907474801183604,Pleasant,398.3410617224638
887,260,286,46,4580,9486,287,4637,10.629324468558842,1155.8195328457964,1,4.0087195033498695,11,23.99097840338672,15.422247029666892,62.63873905991515,24.213311293317005,15.468699059534927,Stormy,582.5904112512137
484,268,337,43,1341,8138,252,7388,14.360597524561657,1481.6956411820306,5,4.130899141326769,47,10.222839729695814,16.006858480132486,46.34345486566042,17.39031414488295,24.64957131473785,Rainy,396.8562839334298
413,84,211,2,3024,5934,102,4460,23.732211459291847,1867.5893816767907,9,4.721640422871678,9,14.568753264900089,5.231274181803904,90.69465922957664,29.315118366311584,24.10080669472581,Rainy,280.5295021604832
135,299,461,24,3796,10112,253,9993,6.09014674546885,2866.2314722894,4,5.13668303270881,18,24.33788276205546,10.345019651693176,55.70563606142439,26.899417749087934,18.35358285609488,Rainy,255.7965376443196
1977,195,372,32,3273,9150,461,5621,23.581534675184827,1873.019693272316,4,3.1650711464955084,25,39.761966030117215,7.567134617268774,58.4916781467248,12.643540575697273,30.39504700951161,Clear skies,1125.6357381661371
1676,207,478,46,2109,8416,116,4049,5.922854331881819,1716.6714465387854,3,5.982992312032755,43,22.18169632499893,5.768036927979978,61.87651606851817,5.991717927600595,18.560911378760693,Stormy,997.2710439070388
922,221,98,49,3292,7977,266,6754,10.367399309201636,1106.217563016618,0,4.44016268551098,44,27.069464410570987,16.450452215023166,40.87577918162124,17.293436600521854,22.94884685420889,Clear skies,552.8860076222119
230,151,61,42,1697,11719,190,4982,6.695060999773073,1240.0342653308574,2,5.6334552662088,37,18.357547755963687,9.155847403097717,69.17944229496823,8.658379316097244,22.11336721661421,Rainy,177.67586190450243
514,262,477,34,3346,9872,336,8900,17.002803646124008,2067.9400004244994,1,4.734698982959291,9,24.36419309775488,14.108225942719946,67.36870996971811,21.20571667594284,33.389235321347016,Stormy,439.6507144161193
256,9,401,30,4973,14871,203,8424,13.46194029473402,1262.736968772778,3,4.7006916391936215,47,37.53584190624798,18.44666956466285,81.77757554363828,1.504547115200172,16.09441539277291,Rainy,218.59985759531617
1938,294,440,27,1815,9336,284,7740,11.155409405945862,2758.699820062936,2,2.6188001394541143,40,26.21095117819404,18.767858455069536,47.16103365166091,18.8322478554553,18.289991074898406,Stormy,1149.5582738294156
1446,188,342,7,4126,12961,360,5707,11.551358963388015,1370.790046442698,6,5.362470898339442,45,28.501783918326986,0.9842370085031192,70.95906803785587,17.16179106275787,21.91872397706036,Rainy,850.5270161222895
331,4,286,36,2746,6021,115,7237,19.961207464019232,1663.5050165801044,1,3.5011999988438114,42,25.090714805222795,9.002641855521677,73.42166089378748,2.100594779623981,16.73373527153117,Stormy,227.9184262942737
1133,160,212,49,3218,7219,346,9444,6.745601580991247,2510.8872332561623,7,5.35309610290496,26,17.20542480161166,5.922774583694723,56.71924278921694,19.136116603647345,24.04018206301465,Stormy,664.249642662949
1287,201,445,22,3675,9417,357,6523,12.04612185190852,2098.306899997523,4,4.29442851313828,15,21.79891294300093,3.0399665327936543,83.24081221183913,0.5572614499005146,19.04052487283576,Stormy,796.1420232206367
1904,129,349,22,3549,12550,149,9075,19.316110586680917,2842.369182669355,7,5.9204707080444585,37,10.480869109331785,11.808638746307608,93.29239980034416,8.03143550809409,29.14092139136413,Clear skies,1067.5961710218407
1182,35,109,15,2956,5345,332,6772,21.426057383102712,2324.6827942078407,6,3.3541433327348145,15,26.30197531635091,3.346974019592006,81.73720684755284,0.2135614105088945,34.20427566692456,Rainy,629.052848866545
725,0,122,36,3481,7746,367,2645,13.936875166145,1959.402389395298,7,2.7503418352116213,27,10.327005508274205,3.01188300084124,48.98091797454513,18.679808977299093,27.707306027214223,Stormy,391.8371802711987
1274,217,215,26,2050,5865,433,3894,20.446439186887744,2381.2481631122528,5,4.1072299576573865,44,30.754287872271608,1.4885300059426054,40.56839402424238,13.181316586692352,28.505771603235104,Clear skies,750.5346682088941
1098,283,67,38,1868,9170,390,5133,8.392619559628772,2370.6235838382727,2,3.678886614635323,11,37.36572946723432,0.677342076861509,64.10982844872407,29.279256778230916,16.299829552346704,Rainy,656.7062150925349
464,98,234,13,1373,13154,290,2275,7.654304657021398,2663.736767090512,0,4.170664210618965,43,11.199095967827908,14.830787757115498,62.57426477215327,29.073210720105845,34.210682537024226,Stormy,316.0704469439737
614,245,462,23,4523,11130,361,9271,20.805979155649837,1553.220278942625,5,3.0466127294580416,2,30.573662958766118,10.499248295103104,68.46265574176655,19.7624033924016,25.3401135752079,Rainy,478.7291340562196
1522,85,180,45,2909,14678,104,4171,21.772150074970448,1110.1582412257194,6,4.034629152423068,45,20.67663348502566,2.27619365539667,56.44959265208181,22.99135018140069,34.89736658045847,Clear skies,825.4030148820679
245,216,452,5,3977,14290,243,4088,14.009261254001794,2913.068557528695,0,3.570819760477512,42,25.329550338992647,15.268532156947042,77.27020984495698,10.268716530435016,20.47544072449313,Pleasant,282.5612718183754
1441,220,115,22,1257,13446,412,8193,7.632013115533802,2625.34127228567,9,2.6093852046258266,4,31.423290451652985,16.2458046262927,83.30858345661574,20.89137571107888,27.506161859020004,Pleasant,819.4819723046749
169,128,429,5,3302,8692,346,9088,8.352377495071035,1826.1533090798644,1,4.877059138701902,10,26.87090257251541,1.972608082729963,69.74231485888642,21.045495688865905,19.06192345036792,Clear skies,216.828718056921
1370,73,343,46,2650,11038,362,4408,12.335018651745866,1262.72899160541,5,5.825822509703863,11,37.82899197063642,14.909297670314324,51.89763673266107,4.1616593454037165,15.349468334298638,Rainy,778.0077842097676
1285,252,150,25,2165,6012,305,8713,9.41311989114488,2151.3327833152366,7,3.994571166069005,11,35.685364849183145,9.68041949961183,94.12149585883358,0.1003785495182774,34.13350190614393,Rainy,749.9291081352347
1754,110,394,46,4339,8688,139,2896,17.701357033274824,2232.888286713628,0,3.3204980184443924,5,10.2106336231191,5.018670601670376,55.1205896339103,6.888997719480297,34.40237115771268,Pleasant,996.4232975065116
1341,243,337,30,4944,14968,176,6766,14.055584119863571,1077.1939009807777,4,5.492419872058792,21,36.703247278903504,2.8187693940286174,61.25987141977569,13.219517136760851,31.607659899792296,Rainy,812.5514934145876
1805,120,348,39,4031,12313,228,7884,5.588027779952023,1478.274291375118,5,5.804462858245156,33,39.10034387831034,5.199671062354412,69.14001712927856,2.696158307881087,30.71202453046737,Clear skies,1015.5903599592042
1199,105,208,23,3202,9680,223,7135,11.505501751707609,2578.6878648812904,4,5.764877420402161,29,34.991413463645266,7.19103628595877,77.33750573447253,20.070110692873826,23.592962195999597,Clear skies,673.7044722234511
1783,37,198,21,1890,6615,152,4527,19.491794978066,2523.9081275286817,8,5.308168404614101,37,13.764579064021753,10.54235063074402,67.26728488499656,12.636527996503393,19.27542587662216,Rainy,948.6519974143732
736,262,251,22,2130,13272,397,4378,6.386878175652355,1793.18466576057,6,2.691224196520311,47,36.47958622727825,7.931086152521867,94.66868971631544,16.983880480734133,30.41744933057723,Clear skies,506.3875231516167
600,263,140,6,1783,11338,396,2156,21.657849763291747,2565.897300186659,0,3.13109330792838,21,36.68464573685624,14.132218332878246,91.2335736145867,22.43212434381721,23.69248774283349,Stormy,416.84147710166513
1491,116,233,23,4843,11241,345,3123,6.284776644652057,2547.083758889416,7,2.885082739782828,2,36.512850722863135,17.778519931309955,65.5685138810513,10.51258342662165,20.63358899374868,Rainy,835.1152386965424
875,188,127,4,2537,8204,161,3479,13.87349759085226,2245.1058094972213,3,4.097936130491558,4,37.37288690430388,14.770598542156732,73.00990004186892,6.234230543392063,32.66416329743413,Stormy,524.3327190575411
1991,27,292,39,2501,10497,410,8605,6.804574398022718,1415.649608534339,9,3.3534821525210594,48,32.02188315708541,19.67157721664478,88.00851084662261,24.922070756974616,19.700113908561278,Stormy,1070.931308300152
845,84,299,26,1300,9581,300,7133,17.84191327784863,1522.622032947288,4,2.7092818093815745,39,19.165527786324382,11.212175002292676,87.24917117538291,1.9036384275720184,19.87582381539809,Rainy,510.1792955338032
1733,248,212,23,1336,10223,128,8199,22.6234782056147,2848.122052801078,1,3.13127518355775,9,30.636152856187188,1.9333410765454229,99.98637736251447,10.43691722481076,18.71887287007788,Rainy,988.2304679578224
1611,113,485,15,4882,8119,456,9610,5.0905104692668885,2578.217054648045,4,3.189504063633793,44,16.104435893239632,12.262422031292532,94.90463159075232,24.866426856949477,17.241499316628556,Pleasant,938.6700578903424
1755,191,344,8,1748,11020,401,2073,5.163056846426093,2277.890508529324,0,5.127828001991607,4,14.769228241933124,1.503522900396601,98.45329629657525,13.05497532773639,30.82879025674065,Pleasant,1012.5714128358258
1386,213,251,15,4970,13357,235,2560,17.05159487603262,2426.591153101752,1,5.814513169057495,27,26.74057769248557,10.396045609348688,64.56496643054413,2.766214588363547,19.076262064134887,Rainy,816.7850064345313
266,240,371,8,1825,5317,327,4835,10.818070262768195,2207.350461271224,2,5.828402979589363,22,27.53098692385672,1.6823047671262503,96.97074267961813,28.27728845637655,21.826165524555645,Pleasant,279.28581546493376
1928,258,287,40,2823,14209,437,3565,22.224224164660097,2517.099050726232,3,5.772639213673308,22,34.180395497659774,2.4375684618175253,62.20310688834856,12.374764698635634,32.8230394349865,Clear skies,1101.0836644846256
902,240,79,45,2471,11744,149,3869,7.165655013826344,2483.9927038480323,4,5.244847236478938,7,12.588908869577546,4.905489159148955,98.65888441686543,13.24391757207254,21.792515598919856,Clear skies,538.8281148021981
1180,34,325,22,1290,5612,181,8367,6.742941292823248,1501.9887056198372,4,5.074416967824751,23,37.32707216105827,12.674144846071895,72.74787397421586,23.212291539494704,22.70042087896528,Rainy,666.0452732612232
1195,158,401,32,3495,11715,271,6549,22.439640336743512,1649.4536875582148,2,3.3633486162395734,45,19.945509766115748,5.938278060883803,68.28926742049373,23.87774334897316,15.245337299638418,Rainy,728.8434368592826
1578,50,74,13,1918,9873,482,4605,10.172501444455154,2079.4431359124364,6,3.1845941350345166,34,30.37469534832372,5.330439951806523,83.12398419521385,26.81680452784115,32.8524416335853,Stormy,819.2288421569508
1208,83,399,10,3873,12014,283,3870,11.604586949589098,1913.2544990880908,1,5.323700794279825,46,37.89395921983038,12.907704533717643,77.050711564788,1.9356786565911177,27.594519714802708,Clear skies,712.5025657447117
597,193,187,7,4703,5039,454,3863,15.188915679848678,2403.066210158532,8,3.3103926289795784,28,29.392246355555493,12.17787443798426,42.014519309625896,8.693546364464472,22.63304269200303,Rainy,394.5397711356803
802,72,223,19,3424,10883,215,3379,13.084104346217275,1333.3578132315984,0,2.5424683541209694,21,26.88514273939832,11.383363465892993,90.50635283270428,3.1697533334770367,17.144879050282867,Pleasant,474.4291670689808
612,129,125,13,2902,7281,483,8566,14.70042335753072,2313.082031837679,8,4.990724741506871,43,36.78666221176138,13.283761964477945,82.19283424709806,13.528256764206716,21.90029668838246,Rainy,373.9527989970453
702,166,494,37,1203,14457,122,7175,6.53185817618324,2497.5691046787,9,2.848617857231264,17,33.473195160193896,9.15748663422541,94.49144249784936,28.46275508654332,16.62137117021246,Rainy,500.220653618591
1954,152,157,21,3478,14912,234,2075,17.805162496405476,2653.226074632036,3,4.243572280607377,25,16.655010210143857,15.342822210090985,72.76594557661747,25.05826038642461,25.114004879712724,Clear skies,1059.0525707840525
1631,17,419,30,3588,9127,136,6582,10.554996302300308,2522.72341458243,6,3.470300501798566,33,34.93508132708108,3.872447554093872,49.19211255070971,24.716647110298236,28.41109624953793,Rainy,909.2036271437478
577,265,445,25,4315,5214,392,2004,19.739151503057464,2688.0938734650445,5,5.676669195045378,21,13.070808756774486,15.437289583376732,86.31716631148805,22.36578469236963,24.594093535264854,Rainy,460.5680672749416
1485,272,419,39,3477,14267,189,8916,16.139675313094735,2793.025499277941,2,3.589130352148988,19,15.421689729107024,6.6890854249453024,94.77912874477953,0.3092154625519661,15.2669876980595,Clear skies,916.70264490504
1656,80,353,23,1426,14879,407,7940,13.892941196476528,1596.9950677906286,1,5.381311187158945,30,34.60528299100136,11.58486675989726,49.30432623588489,27.382171716975805,23.4978520499584,Rainy,927.1227122210612
1006,62,174,30,3398,13375,384,6533,23.56109918606137,2423.597431114138,1,4.725728452790854,20,31.376065738782103,11.208446374286948,61.9818798080531,23.88147789730502,31.65286507814554,Pleasant,561.4673937671791
571,33,76,39,4674,6064,125,5306,19.9653277301532,1394.260168745013,1,5.29956575121804,16,16.87312203375338,14.440456705119756,42.52891651253184,12.81510649679908,34.18826280771397,Clear skies,320.5470669036243
794,149,61,4,2204,11385,227,9297,7.36242610786886,2199.887957626288,2,5.870387151277493,36,23.095825020000984,2.643030681245131,41.53506316244089,18.649853394450236,26.18475118479028,Clear skies,461.38478430385067
458,153,499,30,2874,9139,128,4060,17.53633064733139,1856.9437313882315,9,4.0608192500861415,20,12.545605785108467,2.151200156590048,98.75596663575344,5.25280747822322,18.43630666475763,Rainy,383.41214257755695
1544,154,153,13,1184,5161,154,6936,15.50524434780787,2877.9634163333867,1,4.547165814807723,29,24.27009449118591,0.7952168837023255,43.7802014646156,12.88092458811578,32.071887272533154,Clear skies,855.0086403006245
646,27,360,19,4189,12671,257,2864,19.503397867626497,1903.206731043022,2,4.4867726808406,42,33.720866490258736,7.86499861219724,78.84598743790205,2.757902530514233,28.951356886412384,Pleasant,408.7067154760153
1507,46,160,21,3559,14812,468,4184,20.637677279770674,1102.9402460074052,8,3.9698713997884703,8,25.96994768321649,5.644546294684143,58.48569951048847,8.618788127498997,19.47158722451844,Pleasant,799.4718878348032
1096,46,155,12,4348,8839,128,6884,15.167855639398535,1360.5338739583588,9,4.906890647142546,46,36.95688708828512,13.853020674224387,40.10844283596301,28.220161273777045,34.62211283524231,Stormy,599.4635413790838
1471,28,488,44,2528,9728,343,2169,6.535745713283392,1128.9307378297,6,4.092561182415739,38,37.97216251839955,13.120471271116722,90.75732867674978,10.939580825282908,27.25871324966574,Stormy,845.0357115093717
842,95,342,43,2569,13137,140,5567,24.22156556040339,2896.582051653058,0,2.9751675919117258,4,23.46089184366908,6.850337969666627,48.76552594563087,16.65740131390612,15.260444881943364,Rainy,527.132404250644
213,193,142,39,3930,10007,125,5919,10.062723132729,1831.659964214407,6,4.433029067194916,39,21.800765408869584,16.13804467548912,59.85366729118479,4.332442684019467,27.069903996856294,Stormy,198.59023015965
1018,192,233,11,1061,14687,245,8220,19.719945366805696,2613.6388950787778,6,4.582775348553982,21,15.301037380015336,11.925289296501376,80.83772451159254,26.119371501216367,24.086551639715445,Rainy,616.7371059373473
1370,206,253,20,3106,10438,282,2391,5.600341769007809,2842.489319311803,6,4.002755419792022,45,33.961597614607584,10.912167379939572,66.59843828311224,4.393585625855069,30.815220711241786,Pleasant,799.0990549934425
406,200,278,17,3857,8170,290,8931,17.78075399993705,2170.3261959380443,8,5.857639774488661,17,25.72352991332168,18.4099077042382,58.7669640754389,9.421731466808478,29.453703543080703,Rainy,324.7893149150704
209,143,431,14,3432,6435,216,4371,22.420211943912108,1475.5974015175389,1,5.460457669901134,25,31.634241848560944,18.56734224948018,87.36706156363655,29.40970827198625,20.76748764681188,Clear skies,233.7797197277636
364,84,127,20,2549,11795,323,4678,9.659636937306786,1202.5306735155905,2,3.0988982736191506,8,37.91068612635497,16.83968417580359,49.86497985203181,7.700139163654275,31.974171168316627,Rainy,242.214121676583
1659,78,158,43,1686,8219,100,4886,20.612934490897004,2682.1778154876656,8,2.632611130074548,35,34.64127861319312,4.587220737606701,43.1239392194117,13.9599823542376,15.9896314432659,Stormy,887.759147897037
1265,101,177,18,3884,11629,327,5749,10.315945011444194,1363.7297623036377,8,4.57744745002476,19,37.690804812125975,9.37856644537153,60.5770303208361,11.838234209274663,29.84429212567868,Stormy,702.4264769836388
